N,P,K,temperature,humidity,ph,rainfall,region,season,water_source,water_availability,label
85,44,52,21.73,40.99,6.89,201.66,Maharashtra,Rabi,canal,medium,maize
60,42,41,22.98,51.27,6.71,225.76,Maharashtra,Rabi,canal,medium,maize
79,40,40,23.17,59.89,6.6,209.0,Maharashtra,Rabi,canal,medium,maize
75,36,39,22.98,45.94,6.66,176.97,Maharashtra,Rabi,canal,medium,maize
79,45,40,23.99,43.23,6.86,203.87,Maharashtra,Rabi,canal,medium,maize
84,38,35,23.14,54.24,6.58,210.38,Maharashtra,Rabi,canal,medium,maize
80,45,37,23.3,48.24,6.64,182.28,Maharashtra,Rabi,canal,medium,maize
93,40,47,23.76,52.97,6.63,202.19,Maharashtra,Rabi,canal,medium,maize
69,44,40,20.53,43.62,6.97,202.61,Maharashtra,Rabi,canal,medium,maize
79,44,40,25.0,51.71,6.99,246.49,Maharashtra,Rabi,canal,medium,maize
93,39,41,21.79,47.35,7.36,201.94,Maharashtra,Rabi,canal,medium,maize
85,40,38,21.47,49.71,6.53,243.52,Maharashtra,Rabi,canal,medium,maize
109,43,45,21.29,53.45,6.17,208.98,Maharashtra,Rabi,canal,medium,maize
106,39,27,22.2,51.53,6.63,196.05,Maharashtra,Rabi,canal,medium,maize
85,34,45,21.78,49.4,7.32,175.64,Maharashtra,Rabi,canal,medium,maize
86,40,42,21.99,53.26,6.98,176.06,Maharashtra,Rabi,canal,medium,maize
88,39,40,21.61,51.69,6.87,210.81,Maharashtra,Rabi,canal,medium,maize
90,40,37,21.77,56.32,6.92,170.38,Maharashtra,Rabi,canal,medium,maize
88,38,41,21.08,50.5,6.51,242.07,Maharashtra,Rabi,canal,medium,maize
101,51,41,22.27,55.61,6.53,145.65,Maharashtra,Rabi,canal,medium,maize
91,35,43,20.93,49.86,6.99,236.31,Maharashtra,Rabi,canal,medium,maize
90,43,39,20.03,56.68,6.57,288.74,Maharashtra,Rabi,canal,medium,maize
79,45,38,25.27,54.51,6.45,258.66,Maharashtra,Rabi,canal,medium,maize
97,40,34,23.93,49.7,6.11,182.17,Maharashtra,Rabi,canal,medium,maize
76,39,38,23.63,53.85,6.74,253.79,Maharashtra,Rabi,canal,medium,maize
76,34,42,22.1,52.57,6.86,163.81,Maharashtra,Rabi,canal,medium,maize
89,44,33,22.98,50.86,7.38,246.98,Maharashtra,Rabi,canal,medium,maize
100,43,31,20.47,54.21,6.44,195.8,Maharashtra,Rabi,canal,medium,maize
86,41,44,20.25,48.19,6.62,175.57,Maharashtra,Rabi,canal,medium,maize
81,46,41,20.33,47.15,6.21,260.01,Maharashtra,Rabi,canal,medium,maize
86,46,36,21.06,50.51,6.57,184.99,Maharashtra,Rabi,canal,medium,maize
84,39,38,21.89,54.05,6.43,282.0,Maharashtra,Rabi,canal,medium,maize
81,35,46,22.91,49.55,6.13,303.69,Maharashtra,Rabi,canal,medium,maize
66,44,46,25.26,50.25,6.36,265.29,Maharashtra,Rabi,canal,medium,maize
90,34,42,22.59,55.57,6.58,226.69,Maharashtra,Rabi,canal,medium,maize
75,44,34,23.21,59.81,6.73,146.91,Maharashtra,Rabi,canal,medium,maize
92,47,44,20.22,47.78,6.6,266.63,Maharashtra,Rabi,canal,medium,maize
89,40,41,22.04,47.89,7.21,266.68,Maharashtra,Rabi,canal,medium,maize
86,37,41,21.59,48.99,6.7,200.84,Maharashtra,Rabi,canal,medium,maize
76,39,39,23.72,51.58,6.99,232.64,Maharashtra,Rabi,canal,medium,maize
82,37,42,23.24,51.2,6.58,231.76,Maharashtra,Rabi,canal,medium,maize
88,41,33,22.06,53.5,7.2,183.7,Maharashtra,Rabi,canal,medium,maize
99,42,43,22.52,54.03,7.05,233.59,Maharashtra,Rabi,canal,medium,maize
82,32,47,22.8,55.45,6.97,188.46,Maharashtra,Rabi,canal,medium,maize
106,37,42,21.98,44.1,6.67,153.52,Maharashtra,Rabi,canal,medium,maize
82,42,44,19.28,53.02,6.85,225.64,Maharashtra,Rabi,canal,medium,maize
77,41,37,19.63,58.88,6.69,183.19,Maharashtra,Rabi,canal,medium,maize
70,41,39,23.44,55.42,6.35,262.67,Maharashtra,Rabi,canal,medium,maize
91,35,37,22.74,47.31,6.41,271.74,Maharashtra,Rabi,canal,medium,maize
72,36,37,25.88,51.73,7.02,229.99,Maharashtra,Rabi,canal,medium,maize
81,37,33,22.37,54.07,6.49,254.59,Maharashtra,Rabi,canal,medium,maize
77,29,35,22.43,51.41,6.87,248.07,Maharashtra,Rabi,canal,medium,maize
79,43,47,20.74,56.48,6.91,226.0,Maharashtra,Rabi,canal,medium,maize
93,40,45,24.51,55.61,6.54,218.82,Maharashtra,Rabi,canal,medium,maize
25,29,30,25.44,63.41,6.5,493.63,Maharashtra,Kharif,rainfed,low,mungbean
26,37,22,26.69,61.7,6.63,513.5,Maharashtra,Kharif,rainfed,low,mungbean
32,34,38,26.54,63.21,7.09,546.87,Maharashtra,Kharif,rainfed,low,mungbean
28,36,33,29.84,61.89,6.85,406.69,Maharashtra,Kharif,rainfed,low,mungbean
25,32,28,25.37,71.08,6.83,470.89,Maharashtra,Kharif,rainfed,low,mungbean
30,29,30,27.59,65.07,6.48,485.08,Maharashtra,Kharif,rainfed,low,mungbean
33,31,29,28.87,55.8,6.98,429.22,Maharashtra,Kharif,rainfed,low,mungbean
33,36,23,26.65,64.25,6.93,556.04,Maharashtra,Kharif,rainfed,low,mungbean
31,38,34,27.27,69.68,6.86,411.74,Maharashtra,Kharif,rainfed,low,mungbean
24,37,33,28.77,62.05,6.33,446.08,Maharashtra,Kharif,rainfed,low,mungbean
23,34,33,25.46,66.48,6.14,494.38,Maharashtra,Kharif,rainfed,low,mungbean
23,32,28,26.4,70.44,6.91,398.32,Maharashtra,Kharif,rainfed,low,mungbean
30,29,28,28.3,68.22,6.58,466.69,Maharashtra,Kharif,rainfed,low,mungbean
20,26,32,26.84,74.16,7.03,472.76,Maharashtra,Kharif,rainfed,low,mungbean
36,35,28,27.14,63.35,6.39,446.43,Maharashtra,Kharif,rainfed,low,mungbean
26,40,26,26.78,67.43,6.81,486.54,Maharashtra,Kharif,rainfed,low,mungbean
26,30,31,27.66,65.88,6.68,476.02,Maharashtra,Kharif,rainfed,low,mungbean
29,34,34,27.63,64.33,6.83,498.54,Maharashtra,Kharif,rainfed,low,mungbean
28,31,26,27.64,61.08,6.77,425.99,Maharashtra,Kharif,rainfed,low,mungbean
31,33,36,26.94,66.08,6.48,485.05,Maharashtra,Kharif,rainfed,low,mungbean
27,29,27,28.43,68.36,6.43,503.1,Maharashtra,Kharif,rainfed,low,mungbean
33,36,32,27.93,70.45,6.82,496.64,Maharashtra,Kharif,rainfed,low,mungbean
28,34,34,27.92,64.82,6.92,428.49,Maharashtra,Kharif,rainfed,low,mungbean
25,32,32,27.41,70.0,6.79,567.63,Maharashtra,Kharif,rainfed,low,mungbean
27,34,28,28.26,64.42,6.17,490.12,Maharashtra,Kharif,rainfed,low,mungbean
33,30,28,26.9,66.87,6.73,408.58,Maharashtra,Kharif,rainfed,low,mungbean
37,41,30,28.37,64.01,6.66,450.42,Maharashtra,Kharif,rainfed,low,mungbean
25,27,29,27.62,64.3,6.68,444.7,Maharashtra,Kharif,rainfed,low,mungbean
28,32,33,27.5,61.74,6.69,483.35,Maharashtra,Kharif,rainfed,low,mungbean
25,36,26,29.74,67.29,7.07,569.09,Maharashtra,Kharif,rainfed,low,mungbean
28,32,30,26.95,61.77,6.65,507.96,Maharashtra,Kharif,rainfed,low,mungbean
23,33,31,28.58,56.1,6.58,429.83,Maharashtra,Kharif,rainfed,low,mungbean
32,29,24,26.43,71.7,6.76,487.05,Maharashtra,Kharif,rainfed,low,mungbean
28,34,32,28.52,68.39,6.59,465.95,Maharashtra,Kharif,rainfed,low,mungbean
30,37,34,26.34,69.29,6.58,458.0,Maharashtra,Kharif,rainfed,low,mungbean
26,34,30,28.49,65.07,6.86,586.47,Maharashtra,Kharif,rainfed,low,mungbean
30,28,28,27.1,59.85,6.56,481.34,Maharashtra,Kharif,rainfed,low,mungbean
32,29,32,28.25,66.14,6.75,411.69,Maharashtra,Kharif,rainfed,low,mungbean
28,34,27,27.67,64.99,6.95,526.38,Maharashtra,Kharif,rainfed,low,mungbean
33,29,30,27.93,66.95,6.91,430.12,Maharashtra,Kharif,rainfed,low,mungbean
34,31,30,27.87,57.71,6.72,566.66,Maharashtra,Kharif,rainfed,low,mungbean
29,32,25,28.15,66.24,6.89,523.26,Maharashtra,Kharif,rainfed,low,mungbean
22,36,31,26.91,70.36,6.67,554.96,Maharashtra,Kharif,rainfed,low,mungbean
31,30,30,26.0,70.1,6.87,523.38,Maharashtra,Kharif,rainfed,low,mungbean
33,33,30,29.15,65.22,6.5,404.66,Maharashtra,Kharif,rainfed,low,mungbean
31,29,27,26.05,70.21,6.67,385.12,Maharashtra,Kharif,rainfed,low,mungbean
29,28,31,26.92,69.19,6.53,577.13,Maharashtra,Kharif,rainfed,low,mungbean
25,29,26,26.92,69.43,6.79,444.81,Maharashtra,Kharif,rainfed,low,mungbean
30,33,29,27.27,67.28,7.09,568.54,Maharashtra,Kharif,rainfed,low,mungbean
24,37,27,27.91,64.28,6.89,446.99,Maharashtra,Kharif,rainfed,low,mungbean
30,32,30,28.8,64.0,7.2,471.78,Maharashtra,Kharif,rainfed,low,mungbean
26,34,35,28.1,65.24,6.47,396.64,Maharashtra,Kharif,rainfed,low,mungbean
29,37,34,27.55,69.1,6.67,418.05,Maharashtra,Kharif,rainfed,low,mungbean
24,42,26,26.68,60.98,6.47,472.88,Maharashtra,Kharif,rainfed,low,mungbean
24,32,32,27.19,62.4,7.01,578.76,Maharashtra,Kharif,rainfed,low,mungbean
32,33,30,28.14,69.67,6.3,546.72,Maharashtra,Kharif,rainfed,low,mungbean
23,38,27,30.24,64.08,6.63,473.19,Maharashtra,Kharif,rainfed,low,mungbean
32,29,30,28.04,68.75,6.74,549.69,Maharashtra,Kharif,rainfed,low,mungbean
28,31,31,26.64,58.53,6.25,483.73,Maharashtra,Kharif,rainfed,low,mungbean
26,34,33,29.54,65.88,6.5,384.23,Maharashtra,Kharif,rainfed,low,mungbean
26,28,30,29.12,64.73,6.89,458.6,Maharashtra,Kharif,rainfed,low,mungbean
37,31,29,27.18,65.82,7.14,473.57,Maharashtra,Kharif,rainfed,low,mungbean
29,32,36,28.7,64.55,6.91,516.84,Maharashtra,Kharif,rainfed,low,mungbean
31,29,24,28.33,61.57,6.75,485.63,Maharashtra,Kharif,rainfed,low,mungbean
33,29,30,26.13,60.85,6.3,568.6,Maharashtra,Kharif,rainfed,low,mungbean
29,28,26,26.32,65.99,6.65,569.07,Maharashtra,Kharif,rainfed,low,mungbean
36,43,34,27.23,62.36,6.12,425.58,Maharashtra,Kharif,rainfed,low,mungbean
26,26,37,28.97,63.28,6.69,395.95,Maharashtra,Kharif,rainfed,low,mungbean
32,32,29,28.14,66.4,6.85,511.09,Maharashtra,Kharif,rainfed,low,mungbean
37,30,30,27.94,66.14,6.39,591.82,Maharashtra,Kharif,rainfed,low,mungbean
29,30,30,29.6,67.9,6.5,502.89,Maharashtra,Kharif,rainfed,low,mungbean
31,34,31,27.7,60.85,6.81,530.08,Maharashtra,Kharif,rainfed,low,mungbean
32,32,29,29.7,67.08,6.53,553.95,Maharashtra,Kharif,rainfed,low,mungbean
31,35,35,26.63,64.97,6.82,552.7,Maharashtra,Kharif,rainfed,low,mungbean
28,23,28,29.41,63.42,6.95,427.76,Maharashtra,Kharif,rainfed,low,mungbean
19,28,27,25.29,70.44,6.61,504.14,Maharashtra,Kharif,rainfed,low,mungbean
29,36,25,28.8,60.97,7.0,414.24,Maharashtra,Kharif,rainfed,low,mungbean
29,33,26,26.41,65.96,6.72,426.65,Maharashtra,Kharif,rainfed,low,mungbean
26,28,32,26.82,64.37,6.65,507.69,Maharashtra,Kharif,rainfed,low,mungbean
23,26,31,29.33,62.22,6.46,546.72,Maharashtra,Kharif,rainfed,low,mungbean
37,26,27,26.54,68.12,6.61,570.85,Maharashtra,Kharif,rainfed,low,mungbean
33,31,29,28.5,64.22,6.79,501.67,Maharashtra,Kharif,rainfed,low,mungbean
31,35,29,26.03,63.42,6.72,498.88,Maharashtra,Kharif,rainfed,low,mungbean
29,34,28,29.77,60.43,7.22,513.43,Maharashtra,Kharif,rainfed,low,mungbean
31,32,28,28.32,64.12,6.87,568.55,Maharashtra,Kharif,rainfed,low,mungbean
29,26,31,28.35,71.43,6.83,475.25,Maharashtra,Kharif,rainfed,low,mungbean
29,34,29,26.28,66.08,6.89,533.46,Maharashtra,Kharif,rainfed,low,mungbean
27,32,33,28.71,75.0,7.24,496.14,Maharashtra,Kharif,rainfed,low,mungbean
22,30,26,27.2,66.6,6.93,441.73,Maharashtra,Kharif,rainfed,low,mungbean
34,29,22,27.69,64.28,6.87,522.18,Maharashtra,Kharif,rainfed,low,mungbean
29,39,30,27.57,65.21,7.48,431.54,Maharashtra,Kharif,rainfed,low,mungbean
31,33,31,28.35,61.05,6.62,478.36,Maharashtra,Kharif,rainfed,low,mungbean
31,30,34,26.51,62.99,6.72,462.81,Maharashtra,Kharif,rainfed,low,mungbean
28,40,28,28.67,58.99,6.85,510.31,Maharashtra,Kharif,rainfed,low,mungbean
22,37,33,26.51,64.56,6.88,524.21,Maharashtra,Kharif,rainfed,low,mungbean
21,27,28,27.33,61.54,6.37,460.85,Maharashtra,Kharif,rainfed,low,mungbean
26,20,35,28.77,61.0,6.41,490.61,Maharashtra,Kharif,rainfed,low,mungbean
23,40,25,28.92,69.61,6.75,528.63,Maharashtra,Kharif,rainfed,low,mungbean
26,30,35,28.23,64.45,6.6,493.72,Maharashtra,Kharif,rainfed,low,mungbean
28,37,25,26.15,62.41,6.91,380.62,Maharashtra,Kharif,rainfed,low,mungbean
31,34,29,26.72,67.91,6.51,616.18,Maharashtra,Kharif,rainfed,low,mungbean
30,34,30,30.43,64.74,6.73,443.61,Maharashtra,Kharif,rainfed,low,mungbean
28,27,29,25.93,65.1,6.78,501.06,Maharashtra,Kharif,rainfed,low,mungbean
24,33,30,26.58,66.73,7.02,527.69,Maharashtra,Kharif,rainfed,low,mungbean
31,33,36,28.89,66.21,6.0,401.66,Maharashtra,Kharif,rainfed,low,mungbean
31,28,30,30.56,56.51,6.55,483.59,Maharashtra,Kharif,rainfed,low,mungbean
29,31,26,25.65,66.8,6.47,464.39,Maharashtra,Kharif,rainfed,low,mungbean
33,31,26,25.69,62.7,6.77,426.69,Maharashtra,Kharif,rainfed,low,mungbean
33,36,30,27.1,66.71,6.98,506.72,Maharashtra,Kharif,rainfed,low,mungbean
35,35,31,28.53,64.34,6.85,632.46,Maharashtra,Kharif,rainfed,low,mungbean
27,41,31,27.61,68.02,6.88,619.87,Maharashtra,Kharif,rainfed,low,mungbean
35,34,29,27.77,63.53,6.64,517.75,Maharashtra,Kharif,rainfed,low,mungbean
26,32,34,27.33,61.14,6.75,482.96,Maharashtra,Kharif,rainfed,low,mungbean
32,40,35,26.16,65.74,6.97,537.18,Maharashtra,Kharif,rainfed,low,mungbean
28,42,31,27.62,70.41,6.88,471.86,Maharashtra,Kharif,rainfed,low,mungbean
21,33,37,27.18,60.7,6.91,568.06,Maharashtra,Kharif,rainfed,low,mungbean
34,35,29,27.91,64.83,6.48,525.44,Maharashtra,Kharif,rainfed,low,mungbean
29,27,29,28.12,65.73,6.87,449.19,Maharashtra,Kharif,rainfed,low,mungbean
36,34,30,28.97,58.45,7.13,511.78,Maharashtra,Kharif,rainfed,low,mungbean
28,32,32,28.78,64.9,6.81,412.42,Maharashtra,Kharif,rainfed,low,mungbean
23,32,35,28.19,67.81,6.69,519.92,Maharashtra,Kharif,rainfed,low,mungbean
27,32,26,29.92,67.07,6.5,452.87,Maharashtra,Kharif,rainfed,low,mungbean
25,31,34,25.35,66.43,6.77,506.04,Maharashtra,Kharif,rainfed,low,mungbean
25,25,37,26.15,63.69,6.82,390.15,Maharashtra,Kharif,rainfed,low,mungbean
36,30,28,28.64,68.4,6.7,451.63,Maharashtra,Kharif,rainfed,low,mungbean
28,37,27,27.36,60.54,6.79,536.97,Maharashtra,Kharif,rainfed,low,mungbean
24,31,31,27.91,65.19,6.89,491.79,Maharashtra,Kharif,rainfed,low,mungbean
23,38,31,25.99,59.1,6.78,518.5,Maharashtra,Kharif,rainfed,low,mungbean
28,34,29,26.01,65.04,6.84,491.36,Maharashtra,Kharif,rainfed,low,mungbean
28,32,33,28.96,67.46,6.68,560.7,Maharashtra,Kharif,rainfed,low,mungbean
28,45,28,25.85,68.45,6.75,482.61,Maharashtra,Kharif,rainfed,low,mungbean
26,35,31,29.39,63.32,6.91,459.31,Maharashtra,Kharif,rainfed,low,mungbean
30,42,26,25.29,62.4,6.65,493.42,Maharashtra,Kharif,rainfed,low,mungbean
35,35,37,28.41,66.29,6.48,513.56,Maharashtra,Kharif,rainfed,low,mungbean
29,36,31,29.24,68.75,6.77,512.49,Maharashtra,Kharif,rainfed,low,mungbean
25,31,29,27.41,64.67,6.33,383.99,Maharashtra,Kharif,rainfed,low,mungbean
40,34,32,28.66,65.08,7.21,499.61,Maharashtra,Kharif,rainfed,low,mungbean
26,30,34,24.99,67.53,6.72,453.02,Maharashtra,Kharif,rainfed,low,mungbean
26,35,27,28.28,69.45,6.95,564.77,Maharashtra,Kharif,rainfed,low,mungbean
30,30,35,27.09,65.69,6.59,472.77,Maharashtra,Kharif,rainfed,low,mungbean
24,31,26,29.07,63.38,6.81,400.36,Maharashtra,Kharif,rainfed,low,mungbean
23,39,31,29.12,69.81,7.09,575.61,Maharashtra,Kharif,rainfed,low,mungbean
31,26,26,27.97,65.55,6.96,449.87,Maharashtra,Kharif,rainfed,low,mungbean
29,37,31,29.67,66.38,7.26,382.39,Maharashtra,Kharif,rainfed,low,mungbean
28,30,28,26.65,67.38,6.83,466.3,Maharashtra,Kharif,rainfed,low,mungbean
23,33,33,27.98,63.29,6.91,464.55,Maharashtra,Kharif,rainfed,low,mungbean
27,23,33,25.25,63.23,6.39,598.8,Maharashtra,Kharif,rainfed,low,mungbean
28,36,30,26.83,65.71,6.57,594.72,Maharashtra,Kharif,rainfed,low,mungbean
29,28,32,27.77,61.32,7.03,438.31,Maharashtra,Kharif,rainfed,low,mungbean
25,32,27,28.64,66.79,7.08,434.12,Maharashtra,Kharif,rainfed,low,mungbean
24,25,24,28.14,60.96,6.55,471.49,Maharashtra,Kharif,rainfed,low,mungbean
28,28,34,29.07,67.84,6.69,419.7,Maharashtra,Kharif,rainfed,low,mungbean
34,31,34,26.16,56.83,6.69,470.21,Maharashtra,Kharif,rainfed,low,mungbean
25,24,32,27.97,61.39,6.95,520.99,Maharashtra,Kharif,rainfed,low,mungbean
33,33,26,28.7,65.82,6.95,469.94,Maharashtra,Kharif,rainfed,low,mungbean
26,36,33,25.26,62.66,6.82,465.23,Maharashtra,Kharif,rainfed,low,mungbean
30,38,31,27.59,65.12,6.82,467.1,Maharashtra,Kharif,rainfed,low,mungbean
34,31,23,29.49,66.65,7.0,546.79,Maharashtra,Kharif,rainfed,low,mungbean
30,31,33,28.59,65.48,6.52,316.12,Maharashtra,Kharif,rainfed,low,mungbean
28,37,28,27.0,67.56,6.72,330.17,Maharashtra,Kharif,rainfed,low,mungbean
26,30,30,26.97,62.7,6.68,381.37,Maharashtra,Kharif,rainfed,low,mungbean
29,28,23,27.83,62.67,6.57,599.41,Maharashtra,Kharif,rainfed,low,mungbean
31,37,29,30.15,65.3,6.77,562.55,Maharashtra,Kharif,rainfed,low,mungbean
32,37,27,24.94,67.55,6.48,561.01,Maharashtra,Kharif,rainfed,low,mungbean
30,34,27,27.92,64.04,6.6,423.2,Maharashtra,Kharif,rainfed,low,mungbean
33,35,26,27.04,58.54,6.56,533.51,Maharashtra,Kharif,rainfed,low,mungbean
23,33,22,27.24,61.46,7.36,484.8,Maharashtra,Kharif,rainfed,low,mungbean
25,34,25,27.7,66.65,6.81,438.57,Maharashtra,Kharif,rainfed,low,mungbean
27,34,28,28.69,63.08,6.89,486.68,Maharashtra,Kharif,rainfed,low,mungbean
26,36,33,26.4,64.77,6.55,552.96,Maharashtra,Kharif,rainfed,low,mungbean
27,30,31,25.91,62.29,6.8,540.87,Maharashtra,Kharif,rainfed,low,mungbean
28,29,29,27.49,62.91,6.88,514.88,Maharashtra,Kharif,rainfed,low,mungbean
31,36,33,29.05,63.08,6.59,485.11,Maharashtra,Kharif,rainfed,low,mungbean
29,38,31,26.56,65.38,6.71,461.38,Maharashtra,Kharif,rainfed,low,mungbean
26,32,27,28.09,62.88,6.62,357.36,Maharashtra,Kharif,rainfed,low,mungbean
31,37,29,27.25,65.29,6.64,600.55,Maharashtra,Kharif,rainfed,low,mungbean
25,29,29,26.03,67.32,6.5,564.46,Maharashtra,Kharif,rainfed,low,mungbean
28,31,33,26.97,62.76,6.88,388.13,Maharashtra,Kharif,rainfed,low,mungbean
26,42,27,28.49,68.13,7.19,576.92,Maharashtra,Kharif,rainfed,low,mungbean
29,32,29,24.89,58.7,6.38,386.8,Maharashtra,Kharif,rainfed,low,mungbean
26,32,34,29.68,62.36,6.86,461.19,Maharashtra,Kharif,rainfed,low,mungbean
28,40,25,26.31,60.7,6.83,401.84,Maharashtra,Kharif,rainfed,low,mungbean
27,30,30,30.95,67.26,7.06,486.39,Maharashtra,Kharif,rainfed,low,mungbean
28,31,28,25.94,58.52,6.62,497.2,Maharashtra,Kharif,rainfed,low,mungbean
26,27,28,27.6,67.57,6.88,470.8,Maharashtra,Kharif,rainfed,low,mungbean
33,26,33,26.64,65.55,6.73,535.0,Maharashtra,Kharif,rainfed,low,mungbean
30,34,20,27.77,62.36,7.12,524.92,Maharashtra,Kharif,rainfed,low,mungbean
29,33,34,27.66,64.25,6.65,447.27,Maharashtra,Kharif,rainfed,low,mungbean
32,26,31,27.23,64.18,6.31,486.19,Maharashtra,Kharif,rainfed,low,mungbean
32,33,31,27.64,65.01,6.77,473.25,Maharashtra,Kharif,rainfed,low,mungbean
22,37,29,30.32,73.23,6.8,381.0,Maharashtra,Kharif,rainfed,low,mungbean
37,26,31,26.67,66.89,6.61,487.42,Maharashtra,Kharif,rainfed,low,mungbean
29,29,26,28.08,65.55,6.92,430.29,Maharashtra,Kharif,rainfed,low,mungbean
33,35,29,27.8,62.02,6.88,484.92,Maharashtra,Kharif,rainfed,low,mungbean
22,30,27,28.21,65.14,6.45,456.53,Maharashtra,Kharif,rainfed,low,mungbean
30,27,31,26.52,60.66,6.74,571.67,Maharashtra,Kharif,rainfed,low,mungbean
33,35,32,28.38,61.69,6.55,419.65,Maharashtra,Kharif,rainfed,low,mungbean
29,32,29,28.81,64.81,6.98,305.54,Maharashtra,Kharif,rainfed,low,mungbean
33,34,34,26.79,68.02,6.61,425.76,Maharashtra,Kharif,rainfed,low,mungbean
21,29,30,27.21,67.49,6.49,368.26,Maharashtra,Kharif,rainfed,low,mungbean
28,32,27,27.83,66.47,6.91,512.03,Maharashtra,Kharif,rainfed,low,mungbean
33,32,31,27.63,63.95,6.67,432.62,Maharashtra,Kharif,rainfed,low,mungbean
31,27,24,26.68,61.39,6.68,586.92,Maharashtra,Kharif,rainfed,low,mungbean
29,29,29,27.86,63.58,6.73,526.38,Maharashtra,Kharif,rainfed,low,mungbean
32,34,25,27.54,65.23,6.6,580.39,Maharashtra,Kharif,rainfed,low,mungbean
30,29,38,29.25,68.21,6.31,485.69,Maharashtra,Kharif,rainfed,low,mungbean
32,31,31,27.74,69.18,6.41,460.54,Maharashtra,Kharif,rainfed,low,mungbean
31,42,27,27.15,57.94,6.91,488.62,Maharashtra,Kharif,rainfed,low,mungbean
28,35,34,28.37,64.11,6.76,480.82,Maharashtra,Kharif,rainfed,low,mungbean
26,39,27,26.44,60.86,6.63,336.71,Maharashtra,Kharif,rainfed,low,mungbean
28,34,29,27.72,56.41,6.72,468.49,Maharashtra,Kharif,rainfed,low,mungbean
24,32,27,28.29,64.93,6.85,478.62,Maharashtra,Kharif,rainfed,low,mungbean
31,31,27,27.46,65.63,6.63,447.05,Maharashtra,Kharif,rainfed,low,mungbean
25,42,40,28.97,65.88,7.06,402.12,Maharashtra,Kharif,rainfed,low,mungbean
24,23,28,27.04,64.28,7.1,515.2,Maharashtra,Kharif,rainfed,low,mungbean
29,32,30,24.06,61.31,6.87,445.0,Maharashtra,Kharif,rainfed,low,mungbean
27,36,31,28.47,65.58,6.68,408.91,Maharashtra,Kharif,rainfed,low,mungbean
35,34,33,28.32,62.89,6.87,449.61,Maharashtra,Kharif,rainfed,low,mungbean
24,29,29,28.28,71.75,7.02,451.84,Maharashtra,Kharif,rainfed,low,mungbean
29,27,30,28.62,60.59,6.91,529.48,Maharashtra,Kharif,rainfed,low,mungbean
27,32,28,27.68,71.91,6.68,447.3,Maharashtra,Kharif,rainfed,low,mungbean
29,34,23,26.29,66.06,6.58,517.45,Maharashtra,Kharif,rainfed,low,mungbean
27,34,32,27.66,65.08,6.85,487.2,Maharashtra,Kharif,rainfed,low,mungbean
33,34,22,26.55,61.37,6.77,482.32,Maharashtra,Kharif,rainfed,low,mungbean
33,37,29,28.34,70.31,6.43,311.86,Maharashtra,Kharif,rainfed,low,mungbean
24,29,35,27.22,62.53,6.84,429.68,Maharashtra,Kharif,rainfed,low,mungbean
34,25,27,26.83,68.27,6.82,512.01,Maharashtra,Kharif,rainfed,low,mungbean
32,26,32,29.37,61.66,6.76,514.65,Maharashtra,Kharif,rainfed,low,mungbean
23,32,30,28.23,64.19,6.97,498.28,Maharashtra,Kharif,rainfed,low,mungbean
26,36,33,27.88,64.93,6.66,510.27,Maharashtra,Kharif,rainfed,low,mungbean
35,32,34,28.94,60.3,6.99,436.92,Maharashtra,Kharif,rainfed,low,mungbean
34,31,32,24.95,63.46,7.07,504.48,Maharashtra,Kharif,rainfed,low,mungbean
31,29,32,27.52,70.28,7.11,474.08,Maharashtra,Kharif,rainfed,low,mungbean
24,39,29,27.0,64.39,6.66,533.73,Maharashtra,Kharif,rainfed,low,mungbean
30,22,27,27.95,60.3,6.37,481.55,Maharashtra,Kharif,rainfed,low,mungbean
26,35,29,27.32,68.06,6.52,395.64,Maharashtra,Kharif,rainfed,low,mungbean
28,32,26,29.37,63.35,7.25,463.82,Maharashtra,Kharif,rainfed,low,mungbean
29,36,31,27.68,66.21,6.61,474.54,Maharashtra,Kharif,rainfed,low,mungbean
33,35,29,26.33,64.96,6.59,428.59,Maharashtra,Kharif,rainfed,low,mungbean
33,33,26,28.74,59.26,6.84,500.52,Maharashtra,Kharif,rainfed,low,mungbean
26,35,33,27.09,63.57,6.24,476.18,Maharashtra,Kharif,rainfed,low,mungbean
27,35,32,27.47,60.11,6.78,487.49,Maharashtra,Kharif,rainfed,low,mungbean
27,39,28,28.14,58.73,6.81,462.44,Maharashtra,Kharif,rainfed,low,mungbean
30,30,36,27.38,70.21,6.62,457.72,Maharashtra,Kharif,rainfed,low,mungbean
34,28,27,26.53,66.39,6.7,505.26,Maharashtra,Kharif,rainfed,low,mungbean
30,34,27,27.78,68.08,6.53,406.2,Maharashtra,Kharif,rainfed,low,mungbean
31,34,30,26.36,62.93,6.52,521.18,Maharashtra,Kharif,rainfed,low,mungbean
31,28,25,26.96,68.0,7.2,412.7,Maharashtra,Kharif,rainfed,low,mungbean
24,34,32,26.29,68.6,6.65,395.9,Maharashtra,Kharif,rainfed,low,mungbean
28,33,26,28.32,65.79,6.95,406.27,Maharashtra,Kharif,rainfed,low,mungbean
33,35,27,27.47,65.52,7.19,501.47,Maharashtra,Kharif,rainfed,low,mungbean
28,41,27,25.87,56.45,6.64,420.2,Maharashtra,Kharif,rainfed,low,mungbean
27,37,29,28.01,65.5,6.53,438.21,Maharashtra,Kharif,rainfed,low,mungbean
